lon,lat
-122.4413730,37.8010670
-122.4413860,37.8011290
-122.4414950,37.8011150
-122.4428560,37.8009420
-122.4429330,37.8009320
-122.4430540,37.8009170
-122.4432000,37.8008980
-122.4432760,37.8008890
-122.4446040,37.8007190
-122.4447190,37.8007050
-122.4448650,37.8006860
-122.4462710,37.8005070
-122.4463650,37.8004950
-122.4464600,37.8004820
-122.4469610,37.8004200
-122.4470880,37.8004030
-122.4471820,37.8004680
-122.4475580,37.8007290
-122.4476630,37.8008010
-122.4477900,37.8008880
-122.4478280,37.8009140
-122.4479520,37.8009980
-122.4480760,37.8010820
-122.4483170,37.8012480
-122.4490220,37.8017340
-122.4490850,37.8017780
-122.4491540,37.8018280
-122.4492320,37.8018880
-122.4493120,37.8019550
-122.4493810,37.8020170
-122.4494510,37.8020800
-122.4495170,37.8021430
-122.4496180,37.8022410
-122.4497710,37.8023880
-122.4498580,37.8024750
-122.4499730,37.8025870
-122.4500290,37.8026400
-122.4500920,37.8026960
-122.4501510,37.8027470
-122.4502120,37.8027960
-122.4502870,37.8028530
-122.4503590,37.8029050
-122.4504240,37.8029490
-122.4505000,37.8029980
-122.4505760,37.8030420
-122.4506450,37.8030800
-122.4507250,37.8031220
-122.4507910,37.8031540
-122.4508610,37.8031850
-122.4509300,37.8032150
-122.4509690,37.8032300
-122.4509900,37.8032380
-122.4510430,37.8032570
-122.4510850,37.8032720
-122.4511800,37.8033030
-122.4512570,37.8033260
-122.4513350,37.8033460
-122.4514130,37.8033650
-122.4514920,37.8033820
-122.4515720,37.8033980
-122.4516510,37.8034110
-122.4517320,37.8034220
-122.4518130,37.8034320
-122.4518960,37.8034410
-122.4519760,37.8034490
-122.4520580,37.8034580
-122.4521380,37.8034640
-122.4522200,37.8034690
-122.4523010,37.8034730
-122.4523830,37.8034770
-122.4524670,37.8034790
-122.4525490,37.8034800
-122.4526720,37.8034790
-122.4528370,37.8034750
-122.4530010,37.8034670
-122.4531650,37.8034540
-122.4533260,37.8034370
-122.4535890,37.8034030
-122.4537170,37.8033880
-122.4540560,37.8033490
-122.4542020,37.8033350
-122.4545810,37.8032790
-122.4550080,37.8032220
-122.4553840,37.8031710
-122.4557500,37.8031190
-122.4561310,37.8030610
-122.4564530,37.8030020
-122.4567710,37.8029360
-122.4570490,37.8028690
-122.4573080,37.8028070
-122.4574390,37.8027720
-122.4576110,37.8027230
-122.4577650,37.8026780
-122.4600460,37.8020100
-122.4601970,37.8019670
-122.4603560,37.8019240
-122.4605100,37.8018870
-122.4606700,37.8018530
-122.4608200,37.8018250
-122.4609880,37.8017980
-122.4611480,37.8017750
-122.4613020,37.8017570
-122.4613930,37.8017480
-122.4615530,37.8017340
-122.4618230,37.8017330
-122.4620270,37.8017270
-122.4622790,37.8017330
-122.4625310,37.8017440
-122.4627620,37.8017630
-122.4630590,37.8017950
-122.4633270,37.8018370
-122.4641340,37.8020020
-122.4642770,37.8020320
-122.4651770,37.8022180
-122.4671080,37.8026170
-122.4677650,37.8027510
-122.4678070,37.8027600
-122.4679640,37.8027920
-122.4681230,37.8028270
-122.4682390,37.8028530
-122.4683460,37.8028780
-122.4684620,37.8029060
-122.4685740,37.8029340
-122.4686730,37.8029590
-122.4687670,37.8029850
-122.4688520,37.8030080
-122.4689370,37.8030320
-122.4690350,37.8030610
-122.4691220,37.8030860
-122.4692290,37.8031180
-122.4693340,37.8031520
-122.4694380,37.8031860
-122.4695470,37.8032220
