lon,lat
-123.1599000,47.3554980
-123.1602860,47.3545500
-123.1605920,47.3537220
-123.1607850,47.3531550
-123.1608180,47.3528090
-123.1608130,47.3527600
-123.1607630,47.3524390
-123.1606900,47.3513670
-123.1607410,47.3505010
-123.1608560,47.3498440
-123.1611820,47.3485210
-123.1612310,47.3481320
-123.1612370,47.3477080
-123.1613100,47.3469210
-123.1613180,47.3464670
-123.1613200,47.3463820
-123.1613230,47.3461890
-123.1613190,47.3461010
-123.1612940,47.3455820
-123.1612640,47.3452030
-123.1612630,47.3446640
-123.1612230,47.3434920
-123.1611900,47.3424840
-123.1611830,47.3423070
-123.1611820,47.3422690
-123.1611120,47.3407140
-123.1611110,47.3406640
-123.1611070,47.3404040
-123.1610660,47.3390530
-123.1610560,47.3387480
-123.1610460,47.3383970
-123.1610360,47.3380930
-123.1610110,47.3372630
-123.1609910,47.3367920
-123.1609730,47.3363670
-123.1609520,47.3358670
-123.1609340,47.3351160
-123.1609300,47.3349360
-123.1609730,47.3346240
-123.1611180,47.3342890
-123.1613430,47.3338640
-123.1619980,47.3327910
-123.1629880,47.3310930
-123.1643740,47.3288540
-123.1651310,47.3276180
-123.1654420,47.3270580
-123.1656240,47.3266070
-123.1658230,47.3260400
-123.1661770,47.3248800
-123.1664180,47.3241450
-123.1667930,47.3234000
-123.1671960,47.3228620
-123.1683550,47.3213630
-123.1691270,47.3204610
-123.1702960,47.3193850
-123.1719770,47.3177880
-123.1721810,47.3175690
-123.1726540,47.3170680
-123.1729830,47.3166830
-123.1732620,47.3163390
-123.1740310,47.3152530
-123.1743050,47.3148080
-123.1745740,47.3143180
-123.1750980,47.3132860
-123.1752440,47.3129990
-123.1754490,47.3125950
-123.1756100,47.3122780
-123.1757640,47.3119810
-123.1761050,47.3112940
-123.1764470,47.3105970
-123.1769620,47.3095480
-123.1770640,47.3093510
-123.1773970,47.3086880
-123.1787090,47.3060790
-123.1788320,47.3058550
-123.1789660,47.3056010
-123.1791460,47.3052280
-123.1794060,47.3047390
-123.1800420,47.3037510
-123.1803640,47.3031740
-123.1805710,47.3027020
-123.1809710,47.3017080
-123.1812170,47.3010740
-123.1813890,47.3004390
-123.1814760,47.2999730
-123.1814870,47.2995540
-123.1814750,47.2988550
-123.1814280,47.2984910
-123.1813670,47.2980830
-123.1811800,47.2973230
-123.1809940,47.2966610
-123.1808990,47.2963550
-123.1807840,47.2960030
-123.1805660,47.2954960
-123.1804140,47.2952020
-123.1802680,47.2949640
-123.1800010,47.2945410
-123.1797620,47.2941100
-123.1786030,47.2921200
-123.1781130,47.2914730
-123.1774700,47.2908970
-123.1759000,47.2896590
-123.1745880,47.2888490
-123.1729990,47.2878780
-123.1720390,47.2873380
-123.1709340,47.2868180
-123.1697880,47.2863270
-123.1678840,47.2855180
-123.1672820,47.2852600
-123.1665690,47.2849580
-123.1645110,47.2840730
-123.1644850,47.2840620
-123.1639910,47.2838530
-123.1638610,47.2837980
-123.1635330,47.2836560
-123.1627900,47.2833390
-123.1621870,47.2830820
-123.1620970,47.2830440
-123.1619260,47.2829720
-123.1615280,47.2828020
-123.1605040,47.2823630
-123.1603040,47.2822730
-123.1590600,47.2817200
-123.1587620,47.2815680
-123.1585440,47.2814570
-123.1583610,47.2813470
-123.1580460,47.2811560
-123.1575000,47.2807250
-123.1571230,47.2803710
-123.1567930,47.2800410
-123.1565740,47.2797240
-123.1561810,47.2790260
-123.1558700,47.2782830
-123.1555950,47.2775840
-123.1551930,47.2765280
-123.1548130,47.2755830
-123.1546300,47.2751100
-123.1544930,47.2747550
-123.1543670,47.2744200
-123.1506220,47.2647860
-123.1489820,47.2605170
-123.1486650,47.2597300
-123.1482160,47.2585420
-123.1475190,47.2566370
-123.1474410,47.2564240
-123.1473950,47.2563090
-123.1462720,47.2535020
-123.1458100,47.2521180
-123.1446640,47.2499510
-123.1445920,47.2498150
-123.1425830,47.2471540
-123.1417850,47.2461750
-123.1417540,47.2461370
-123.1412470,47.2454960
-123.1407290,47.2448410
-123.1390210,47.2426560
-123.1389050,47.2424970
-123.1387290,47.2422890
-123.1385320,47.2420440
-123.1378180,47.2412220
-123.1373730,47.2407100
-123.1367380,47.2400630
-123.1358880,47.2393290
-123.1337510,47.2377610
-123.1332620,47.2373760
-123.1323790,47.2366250
-123.1322670,47.2365300
-123.1321230,47.2364120
-123.1318280,47.2361640
-123.1313130,47.2356920
-123.1306700,47.2350220
-123.1300950,47.2343870
-123.1295280,47.2336520
-123.1291290,47.2330670
-123.1288930,47.2324520
-123.1287860,47.2320180
-123.1284280,47.2307100
-123.1279490,47.2287450
-123.1275630,47.2270900
-123.1274480,47.2261230
-123.1273860,47.2256000
-123.1274170,47.2250500
-123.1275200,47.2244260
-123.1277260,47.2237380
-123.1281380,47.2226070
-123.1288410,47.2206080
-123.1290070,47.2199940
-123.1292020,47.2192670
-123.1293560,47.2183340
-123.1294250,47.2172910
-123.1294250,47.2164980
-123.1293880,47.2158820
-123.1293070,47.2152330
-123.1291590,47.2143700
-123.1285690,47.2111050
-123.1284060,47.2101990
-123.1283940,47.2101330
-123.1283460,47.2097290
-123.1283290,47.2095890
-123.1278990,47.2070090
-123.1278020,47.2064350
-123.1275680,47.2051070
-123.1274410,47.2044270
-123.1271950,47.2029800
-123.1271340,47.2025930
-123.1270720,47.2021130
-123.1269430,47.2012270
-123.1267820,47.2005930
-123.1264930,47.1998830
-123.1261330,47.1991640
-123.1258330,47.1986760
-123.1254470,47.1981950
-123.1250120,47.1977030
-123.1244490,47.1971490
-123.1236980,47.1965510
-123.1220350,47.1954140
-123.1206030,47.1944700
-123.1184220,47.1930160
-123.1178020,47.1926080
-123.1151880,47.1908570
-123.1124360,47.1891050
-123.1112420,47.1884000
-123.1101070,47.1878630
-123.1095720,47.1875970
-123.1089880,47.1873010
-123.1071220,47.1864500
-123.1041930,47.1851080
-123.1031440,47.1846280
-123.1020470,47.1839600
-123.1012750,47.1833510
-123.1006730,47.1828300
-123.1004110,47.1825720
-123.1000610,47.1821710
-123.0997960,47.1818420
-123.0996020,47.1815760
-123.0994080,47.1812720
-123.0991770,47.1808640
-123.0989940,47.1805160
-123.0985920,47.1797530
-123.0982780,47.1788150
-123.0981190,47.1784170
-123.0980040,47.1781590
-123.0971570,47.1764790
-123.0968460,47.1757030
-123.0967060,47.1752280
-123.0966150,47.1748200
-123.0965590,47.1745700
-123.0965270,47.1743380
-123.0965060,47.1739980
-123.0964310,47.1720490
-123.0962530,47.1685680
-123.0959800,47.1627320
-123.0957820,47.1574710
-123.0955760,47.1532070
-123.0954330,47.1501440
-123.0953770,47.1491080
-123.0953030,47.1476160
-123.0952550,47.1465900
-123.0951490,47.1433160
-123.0951450,47.1432030
-123.0951380,47.1429900
-123.0951270,47.1428050
-123.0951120,47.1425690
-123.0950380,47.1413680
-123.0949200,47.1393140
-123.0948360,47.1381550
-123.0948530,47.1376240
-123.0949130,47.1371980
-123.0949990,47.1368360
-123.0951790,47.1361940
-123.0953430,47.1358020
-123.0954580,47.1355880
-123.0957360,47.1351070
-123.0960520,47.1346180
-123.0963370,47.1342490
