lat,lon
41.59387,-124.09870
41.59381,-124.09856
41.59401,-124.09832
41.59431,-124.09865
41.59453,-124.09894
41.59466,-124.09914
41.59484,-124.09947
41.59510,-124.09998
41.59519,-124.10013
41.59540,-124.10042
41.59553,-124.10056
41.59570,-124.10070
41.59581,-124.10078
41.59585,-124.10080
41.59623,-124.10097
41.59646,-124.10102
41.59670,-124.10103
41.59693,-124.10100
41.59806,-124.10074
41.59853,-124.10063
41.59938,-124.10043
41.59947,-124.10041
41.59985,-124.10030
41.60054,-124.10018
41.60137,-124.10006
41.60215,-124.09995
41.60228,-124.09993
41.60242,-124.09992
41.60264,-124.09994
41.60283,-124.09997
41.60298,-124.10000
41.60326,-124.10006
41.60357,-124.10021
41.60376,-124.10032
41.60389,-124.10040
41.60405,-124.10052
41.60424,-124.10070
41.60442,-124.10089
41.60474,-124.10126
41.60483,-124.10139
41.60494,-124.10155
41.60532,-124.10202
41.60539,-124.10211
41.60556,-124.10233
41.60581,-124.10255
41.60607,-124.10272
41.60639,-124.10291
41.60662,-124.10301
41.60690,-124.10310
41.60724,-124.10320
41.60801,-124.10349
41.60844,-124.10367
41.60892,-124.10391
41.60939,-124.10422
41.61030,-124.10484
41.61062,-124.10502
41.61113,-124.10526
41.61142,-124.10538
41.61173,-124.10548
41.61203,-124.10556
41.61239,-124.10566
41.61291,-124.10577
41.61319,-124.10582
41.61351,-124.10588
41.61409,-124.10595
41.61460,-124.10602
41.61488,-124.10610
41.61513,-124.10620
41.61533,-124.10632
41.61553,-124.10646
41.61565,-124.10658
41.61577,-124.10670
41.61592,-124.10685
41.61599,-124.10694
41.61610,-124.10712
41.61679,-124.10825
41.61701,-124.10858
41.61724,-124.10884
41.61744,-124.10901
41.61759,-124.10913
41.61772,-124.10921
41.61783,-124.10927
41.61807,-124.10934
41.61820,-124.10937
41.61847,-124.10939
41.61859,-124.10940
41.61902,-124.10934
41.61919,-124.10931
41.61939,-124.10929
41.61955,-124.10930
41.62109,-124.10955
41.62152,-124.10966
41.62169,-124.10971
41.62189,-124.10980
41.62221,-124.10998
41.62244,-124.11013
41.62259,-124.11026
41.62309,-124.11075
41.62333,-124.11096
41.62346,-124.11106
41.62362,-124.11115
41.62383,-124.11126
41.62396,-124.11131
41.62412,-124.11136
41.62482,-124.11149
41.62494,-124.11152
41.62520,-124.11167
41.62548,-124.11185
41.62623,-124.11230
41.62645,-124.11239
41.62657,-124.11243
41.62670,-124.11246
41.62702,-124.11246
41.62719,-124.11243
41.62775,-124.11232
41.62812,-124.11228
41.62842,-124.11227
41.62859,-124.11228
41.62908,-124.11241
41.62926,-124.11244
41.62950,-124.11249
41.62983,-124.11247
41.63016,-124.11251
41.63032,-124.11258
41.63043,-124.11266
41.63096,-124.11310
41.63133,-124.11344
41.63156,-124.11367
41.63225,-124.11443
41.63239,-124.11452
41.63256,-124.11457
41.63272,-124.11467
41.63292,-124.11485
41.63365,-124.11554
41.63381,-124.11563
41.63405,-124.11572
41.63430,-124.11574
41.63449,-124.11569
41.63504,-124.11556
41.63574,-124.11540
41.63590,-124.11538
41.63644,-124.11540
41.63654,-124.11539
41.63663,-124.11536
41.63675,-124.11531
41.63721,-124.11506
41.63744,-124.11496
41.63755,-124.11494
41.63761,-124.11496
41.63770,-124.11501
41.63788,-124.11511
41.63806,-124.11524
41.63818,-124.11529
41.63824,-124.11532
41.63846,-124.11531
41.63869,-124.11527
41.63887,-124.11524
41.63946,-124.11509
41.63962,-124.11506
41.64006,-124.11509
41.64039,-124.11514
41.64066,-124.11522
41.64102,-124.11538
41.64122,-124.11545
41.64166,-124.11556
41.64188,-124.11558
41.64212,-124.11556
41.64219,-124.11554
41.64240,-124.11546
41.64262,-124.11533
41.64304,-124.11501
41.64379,-124.11442
41.64425,-124.11405
41.64464,-124.11377
41.64508,-124.11341
41.64548,-124.11310
41.64587,-124.11283
41.64618,-124.11260
41.64646,-124.11242
41.64654,-124.11238
41.64706,-124.11233
41.64715,-124.11234
41.64725,-124.11237
41.64760,-124.11253
41.64779,-124.11266
41.64789,-124.11274
41.64798,-124.11283
41.64836,-124.11333
41.64853,-124.11355
41.64876,-124.11383
41.64901,-124.11409
41.64920,-124.11425
41.64948,-124.11446
41.64965,-124.11455
41.64984,-124.11464
41.65096,-124.11501
41.65140,-124.11517
41.65188,-124.11532
41.65225,-124.11544
41.65252,-124.11552
41.65325,-124.11577
41.65351,-124.11583
41.65377,-124.11589
41.65442,-124.11593
41.65524,-124.11593
41.65549,-124.11590
41.65595,-124.11584
41.65651,-124.11571
41.65707,-124.11556
41.65753,-124.11542
41.65780,-124.11537
41.65802,-124.11536
41.65816,-124.11538
41.65830,-124.11542
41.65850,-124.11553
41.65868,-124.11565
41.65909,-124.11598
41.65933,-124.11615
41.65954,-124.11625
41.65979,-124.11628
41.66010,-124.11628
41.66030,-124.11626
41.66045,-124.11623
41.66058,-124.11617
41.66095,-124.11607
41.66119,-124.11601
41.66166,-124.11586
41.66184,-124.11582
41.66238,-124.11562
41.66289,-124.11538
41.66316,-124.11519
41.66343,-124.11491
41.66374,-124.11464
41.66419,-124.11422
41.66479,-124.11368
41.66542,-124.11321
41.66570,-124.11306
41.66583,-124.11301
41.66594,-124.11298
41.66610,-124.11295
41.66654,-124.11291
41.66710,-124.11291
41.66797,-124.11305
41.66920,-124.11329
41.66996,-124.11340
41.67131,-124.11357
41.67230,-124.11373
41.67301,-124.11381
41.67374,-124.11384
41.67395,-124.11381
41.67414,-124.11376
41.67430,-124.11370
41.67468,-124.11356
41.67500,-124.11341
41.67573,-124.11312
41.67610,-124.11301
41.67660,-124.11290
41.67729,-124.11285
41.67742,-124.11285
41.67776,-124.11289
41.67835,-124.11301
41.67871,-124.11313
41.67887,-124.11320
41.67958,-124.11357
41.68001,-124.11377
41.68036,-124.11390
41.68061,-124.11396
41.68071,-124.11397
41.68099,-124.11397
41.68136,-124.11393
41.68154,-124.11391
41.68201,-124.11388
41.68231,-124.11385
41.68272,-124.11377
41.68290,-124.11370
41.68308,-124.11361
41.68330,-124.11346
41.68343,-124.11334
41.68362,-124.11311
41.68370,-124.11298
41.68383,-124.11267
41.68391,-124.11241
41.68397,-124.11211
41.68482,-124.10840
41.68487,-124.10817
41.68498,-124.10789
41.68510,-124.10762
41.68524,-124.10744
41.68539,-124.10726
41.68560,-124.10707
41.68581,-124.10691
41.68605,-124.10677
41.68624,-124.10671
41.68645,-124.10670
41.68674,-124.10671
41.68711,-124.10678
41.68746,-124.10687
41.68766,-124.10689
41.68799,-124.10690
41.68811,-124.10688
41.68840,-124.10680
41.68924,-124.10646
41.68940,-124.10641
41.68963,-124.10636
41.68984,-124.10635
41.68998,-124.10636
41.69015,-124.10639
41.69031,-124.10644
41.69041,-124.10650
41.69083,-124.10681
41.69118,-124.10710
41.69137,-124.10730
41.69150,-124.10746
41.69172,-124.10775
41.69197,-124.10811
41.69212,-124.10837
41.69232,-124.10870
41.69262,-124.10929
41.69271,-124.10951
41.69431,-124.11304
41.69439,-124.11331
41.69458,-124.11405
41.69483,-124.11538
41.69503,-124.11622
41.69512,-124.11649
41.69532,-124.11707
41.69548,-124.11745
41.69570,-124.11783
41.69583,-124.11801
41.69620,-124.11846
41.69657,-124.11884
41.69699,-124.11919
41.69723,-124.11937
41.69782,-124.11972
41.69809,-124.11986
41.69881,-124.12022
41.69965,-124.12072
41.70063,-124.12132
41.70115,-124.12172
41.70178,-124.12231
41.70240,-124.12296
41.70354,-124.12415
41.70389,-124.12451
41.70433,-124.12501
41.70481,-124.12552
41.70532,-124.12607
41.70552,-124.12635
41.70560,-124.12654
41.70574,-124.12692
41.70585,-124.12733
41.70587,-124.12757
41.70589,-124.12786
41.70584,-124.12899
41.70588,-124.12941
41.70595,-124.12974
41.70605,-124.13003
41.70613,-124.13020
41.70621,-124.13032
41.70632,-124.13044
41.70649,-124.13057
41.70690,-124.13079
41.70715,-124.13096
41.70755,-124.13126
41.70781,-124.13142
41.70789,-124.13146
41.70805,-124.13149
41.70829,-124.13149
41.70842,-124.13147
41.70849,-124.13144
41.70857,-124.13139
41.70877,-124.13119
41.70885,-124.13109
41.70891,-124.13099
41.70903,-124.13074
41.70926,-124.13009
41.70932,-124.12985
41.70944,-124.12926
41.70955,-124.12832
41.70963,-124.12789
41.70971,-124.12762
41.70979,-124.12741
41.70985,-124.12727
41.70992,-124.12717
41.71000,-124.12709
41.71009,-124.12703
41.71018,-124.12699
41.71030,-124.12697
41.71041,-124.12697
41.71071,-124.12697
41.71084,-124.12701
41.71100,-124.12715
41.71109,-124.12727
41.71115,-124.12739
41.71120,-124.12756
41.71124,-124.12772
41.71126,-124.12794
41.71124,-124.12835
41.71125,-124.12853
41.71127,-124.12871
41.71130,-124.12885
41.71133,-124.12898
41.71138,-124.12908
41.71146,-124.12922
41.71165,-124.12945
41.71178,-124.12957
41.71193,-124.12967
41.71209,-124.12977
41.71254,-124.12993
41.71277,-124.13006
41.71289,-124.13016
41.71298,-124.13027
41.71305,-124.13038
41.71310,-124.13049
41.71315,-124.13065
41.71323,-124.13098
41.71328,-124.13124
41.71366,-124.13325
41.71385,-124.13394
41.71405,-124.13460
41.71414,-124.13492
41.71418,-124.13503
41.71428,-124.13521
41.71435,-124.13531
41.71440,-124.13536
41.71445,-124.13540
41.71462,-124.13552
41.71478,-124.13559
41.71500,-124.13565
41.71539,-124.13570
41.71591,-124.13573
41.71612,-124.13577
41.71634,-124.13587
41.71670,-124.13612
41.71704,-124.13640
41.71730,-124.13656
41.71776,-124.13679
41.71804,-124.13690
41.71839,-124.13702
41.71890,-124.13720
41.71976,-124.13752
41.72054,-124.13792
41.72102,-124.13814
41.72191,-124.13852
41.72228,-124.13870
41.72277,-124.13895
41.72342,-124.13922
41.72367,-124.13937
41.72382,-124.13949
41.72404,-124.13972
41.72470,-124.14072
41.72483,-124.14089
41.72503,-124.14109
41.72513,-124.14116
41.72554,-124.14140
41.72656,-124.14192
41.72690,-124.14208
41.72758,-124.14235
41.72783,-124.14248
41.72861,-124.14294
41.72880,-124.14307
41.72912,-124.14334
41.72933,-124.14349
41.72984,-124.14395
41.73032,-124.14445
41.73094,-124.14517
41.73209,-124.14650
41.73261,-124.14715
41.73304,-124.14777
41.73320,-124.14801
41.73345,-124.14844
41.73362,-124.14877
41.73402,-124.14966
41.73408,-124.14979
41.73445,-124.15056
41.73607,-124.15394
41.73615,-124.15410
41.73618,-124.15418
41.73692,-124.15575
41.73965,-124.16143
41.74016,-124.16253
41.74056,-124.16334
41.74095,-124.16415
41.74139,-124.16507
41.74157,-124.16548
41.74186,-124.16608
41.74197,-124.16631
41.74321,-124.16895
41.74352,-124.16965
41.74381,-124.17038
41.74399,-124.17087
41.74428,-124.17178
41.74468,-124.17304
41.74494,-124.17387
41.74533,-124.17503
41.74553,-124.17550
41.74562,-124.17567
41.74574,-124.17592
41.74588,-124.17616
41.74618,-124.17660
41.74637,-124.17689
41.74656,-124.17715
41.74670,-124.17735
41.74710,-124.17789
41.74765,-124.17863
41.74788,-124.17893
41.74813,-124.17926
41.74818,-124.17934
41.74860,-124.17991
41.74888,-124.18028
41.74903,-124.18048
41.74927,-124.18081
41.74946,-124.18107
41.74988,-124.18164
41.75019,-124.18205
41.75045,-124.18241
41.75060,-124.18263
41.75075,-124.18282
41.75106,-124.18325
41.75132,-124.18360
41.75162,-124.18402
41.75174,-124.18418
41.75189,-124.18439
41.75201,-124.18462
41.75207,-124.18479
41.75211,-124.18498
41.75222,-124.18554
41.75254,-124.18704
41.75261,-124.18741
41.75265,-124.18760
41.75270,-124.18779
41.75276,-124.18807
41.75282,-124.18835
41.75297,-124.18903
41.75300,-124.18918
41.75318,-124.19000
41.75321,-124.19015
41.75323,-124.19031
41.75324,-124.19048
41.75323,-124.19065
41.75319,-124.19078
41.75318,-124.19084
41.75313,-124.19103
41.75311,-124.19122
41.75308,-124.19129
41.75306,-124.19138
41.75305,-124.19145
41.75304,-124.19160
41.75306,-124.19175
41.75310,-124.19187
41.75312,-124.19191
41.75320,-124.19206
41.75326,-124.19213
41.75351,-124.19237
41.75391,-124.19276
41.75459,-124.19338
41.75525,-124.19403
41.75593,-124.19466
41.75648,-124.19519
41.75660,-124.19531
41.75655,-124.19540
41.75644,-124.19562
41.75617,-124.19611
41.75612,-124.19621
41.75587,-124.19597
41.75572,-124.19582
41.75561,-124.19571
41.75545,-124.19556
41.75520,-124.19533
41.75495,-124.19509
41.75477,-124.19492
41.75507,-124.19437
41.75525,-124.19403
41.75593,-124.19466
41.75648,-124.19519
41.75660,-124.19531
41.75690,-124.19559
41.75711,-124.19578
41.75725,-124.19592
41.75787,-124.19652
41.75850,-124.19714
41.75859,-124.19723
41.75888,-124.19746
41.75892,-124.19749
41.75899,-124.19754
41.75929,-124.19768
41.75938,-124.19773
41.75955,-124.19777
41.75968,-124.19779
41.76118,-124.19761
41.76153,-124.19754
41.76187,-124.19744
41.76230,-124.19728
41.76248,-124.19721
41.76259,-124.19717
41.76286,-124.19703
41.76314,-124.19688
41.76331,-124.19686
41.76348,-124.19675
41.76368,-124.19662
41.76385,-124.19652
41.76390,-124.19649
41.76414,-124.19630
41.76434,-124.19614
41.76459,-124.19592
41.76482,-124.19573
41.76511,-124.19549
41.76531,-124.19526
41.76549,-124.19508
41.76614,-124.19427
41.76636,-124.19399
41.76649,-124.19379
41.76655,-124.19370
41.76692,-124.19315
41.76725,-124.19264
41.76732,-124.19255
41.76739,-124.19246
41.76751,-124.19225
41.76768,-124.19201
41.76815,-124.19136
41.76839,-124.19101
41.76856,-124.19064
41.76884,-124.19024
41.76909,-124.18988
41.76941,-124.18944
41.76968,-124.18909
41.76978,-124.18898
41.76991,-124.18886
41.77002,-124.18875
41.77015,-124.18864
41.77027,-124.18853
41.77038,-124.18843
41.77053,-124.18833
41.77078,-124.18814
41.77136,-124.18783
41.77163,-124.18772
41.77216,-124.18748
41.77337,-124.18693
41.77363,-124.18680
41.77423,-124.18644
41.77453,-124.18623
41.77478,-124.18604
41.77501,-124.18584
41.77519,-124.18568
41.77549,-124.18541
41.77584,-124.18504
41.77609,-124.18474
41.77647,-124.18425
41.77674,-124.18388
41.77685,-124.18371
41.77698,-124.18353
41.77781,-124.18234
41.77800,-124.18206
41.78617,-124.16998
41.78932,-124.16533
41.79391,-124.15857
41.79723,-124.15369
41.79794,-124.15266
41.79830,-124.15220
41.79881,-124.15161
41.79921,-124.15117
41.79964,-124.15077
41.79993,-124.15052
41.80071,-124.14989
41.80100,-124.14966
41.80139,-124.14938
41.80215,-124.14892
41.80245,-124.14876
41.80274,-124.14862
41.80324,-124.14837
41.80373,-124.14817
41.80443,-124.14795
41.80512,-124.14775
41.80576,-124.14764
41.80627,-124.14755
41.80646,-124.14753
41.80735,-124.14741
41.80776,-124.14735
41.80794,-124.14733
41.80795,-124.14733
41.80905,-124.14720
41.81116,-124.14691
41.81148,-124.14686
41.81223,-124.14674
41.82119,-124.14562
41.82615,-124.14507
41.82779,-124.14491
41.82922,-124.14479
41.83077,-124.14456
41.84011,-124.14366
41.84772,-124.14289
41.85026,-124.14266
41.85122,-124.14259
41.85139,-124.14257
41.85236,-124.14249
41.85397,-124.14238
41.85476,-124.14226
41.85638,-124.14209
41.85739,-124.14196
41.85805,-124.14189
41.85850,-124.14181
41.85905,-124.14171
41.85967,-124.14162
41.86014,-124.14153
41.86199,-124.14111
41.86223,-124.14105
41.86422,-124.14065
41.86464,-124.14054
41.86564,-124.14032
41.86642,-124.14013
41.86823,-124.13971
41.86934,-124.13947
41.86958,-124.13943
41.86978,-124.13938
41.87003,-124.13932
41.87030,-124.13926
41.87080,-124.13914
41.87104,-124.13910
41.87128,-124.13904
41.87170,-124.13894
41.87259,-124.13875
41.87381,-124.13847
41.87459,-124.13828
41.87488,-124.13822
41.87519,-124.13815
41.87678,-124.13782
41.87786,-124.13752
41.88068,-124.13690
41.88094,-124.13683
41.88121,-124.13678
41.88154,-124.13674
41.88203,-124.13671
41.88376,-124.13668
41.88659,-124.13668
41.89195,-124.13666
41.89516,-124.13665
41.89894,-124.13664
41.90539,-124.13661
41.91334,-124.13658
41.91497,-124.13656
41.91583,-124.13656
41.91715,-124.13656
41.91856,-124.13654
41.91885,-124.13655
41.91914,-124.13654
41.91935,-124.13654
41.91969,-124.13656
41.92008,-124.13662
41.92041,-124.13670
41.92075,-124.13683
41.92109,-124.13698
